	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Ikzf3	Etv6	Kdm6b	Jmjd6	Id2	Ski	Lef1	Atf6	Trib3	Sirt2	Prkrir	Satb1	Nfatc2	Crem	Ddit3	Aes	Inhba	Zfp36l2	Egr2	Bcl11b
St3gal2	0	0	0	0	0	0	0	0	0	0	0.950062206992	0.878776007473	-0.960231980116	-0.959345799293	0.979189716259	0	0	0	0	0.969344222068	0	0	0	0.98067063012	0	0	0	0
St3gal3	0	0	0	0	0	0	0	0	0	0	0	0	0.968797489334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal4	0	-0.949970111061	0	0	0	0.850703218835	0	0	0	0	0.968767354459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal6	0	-0.906169706249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6gal1	0	-0.934737239521	0.976064299213	0.996973597544	-0.955612303756	0.964371967678	0	0.998544916031	0	0	0	0	0.972913052275	0	0	0	0.972775292846	0	0	0	0	0	0	0	0	0.956700489476	0.897291735726	0.925743362794
St6galnac2	0	0	0	0	0	0.994472402912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac4	-0.954636980483	-0.870764422724	0	-0.970310320598	0	-0.975637892882	0	0	-0.937773326482	0	0.890713722992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac6	0	0.899005118624	0	0.907886296811	0	-0.947537046553	0	0	0	0	0.915729974299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St7	0	0	0	0	0	0	0	0	-0.95816072908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St7l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916509176069	0	0	0	0	0	0	0	0	0	0	0
St8sia1	0	0	0	0	-0.98657619582	0.957208477371	0.966623473346	0	0	0	0	0	0	0	0.945089952602	0.895884006561	0	0	0	0	0.962813564138	0	0	0	0	0	0	-0.977971327593
St8sia4	0	0	0	-0.993539794238	-0.977006491668	0.992952744211	0	0.897567254584	0.982293608393	-0.994651453022	0	0	0.993155078372	0.990012441398	0	0	0.987377792319	0	0	0	0.978617153632	0.981794230463	0	0	0	0	0	0
St8sia6	-0.930988012962	0	-0.968606126708	-0.980907784758	0.933845339211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.956372636414	0	0	0
Stab1	0	0	0	0	0	0	0	0	-0.943798307342	0	0.998833349836	0.991721519314	-0.995941396705	-0.995490440783	0.98232804825	0	-0.944254506937	0	0	0.986379036459	0	0.993137858444	0	0.990313790149	0	0	0.991179091563	0.993813740642
Stag1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.856476199906	0	0	0	0	0	0	0	0	0	0	-0.954909651505
Stam	0	0	0	0	0	0	0	0	0	0	0.943075220953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stambpl1	0	-0.967090705064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.968988914874	0	0	0
Stap1	0	-0.984824808868	-0.930631443164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard10	0	0	0.911071983607	0.937801617812	0	0.94155125727	0	0	0	0	0.946545036571	0.981492881712	0	0	0	0	0	0	0	0.971496713146	0	0	0	0	0	0	0.922544761052	0
Stard3nl	0	0	0	0	0	0	0	0	-0.921748660241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard4	0	0	0	0	0	0	0	0.947638502038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard5	0	0	0	0.866343219007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat1	-0.996769897119	0	-0.915115413254	-0.992926284438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.886526905289	-0.988416725221
Stat2	0	0.920839988118	0	-0.935198682789	0	0.923255083108	0	0	0.938688444136	0	-0.887460279173	-0.954825752729	0	0	0	0	0.93673828722	0	0	0	0	0	-0.916756683062	0	0	-0.930143781528	-0.96677084098	-0.983057690896
Stat3	0.950651989548	0.96828950144	0	0.99940160748	0	0	0	0.973106776472	0	0	0.955210965651	0	0	0	0	0	0.897416580208	0	0	0	0	0	0	0	0	0	0	0
Stat4	0	0.992629870549	0	0	-0.968113221398	0	0	0	0.947724601682	0	0	-0.961558629513	0.975121508121	0.952343847535	0	0	0	0	0	-0.986497540717	0	-0.950887753925	-0.980808154961	-0.99168877749	-0.978637274129	-0.989953121559	-0.98109131333	-0.997944479985
Stat5a	0.857707424803	0	-0.972538881839	0	0	-0.964007425042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat5b	0.855404259349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat6	0	0	0	0	0	0	0	0.901282454184	0	0	0	0	0	0	0	0	0.951831554658	0	0	0	0	0	0	0	0	0	0	0
Stc2	-0.979408094134	0.876920560164	-0.909132381781	0	0	0	0	0.983886451791	0.920861513029	0	0.975905014874	0.855348294581	0	0	0	0	0	0	0	0.98905673536	0	0.984454709435	0	0.926798083422	0.916939674285	0.991424475546	0.977398843682	0.996956377616
Stil	-0.951060795151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stim1	0	0	0	0	0	0	0	0	0	0	0.889469583149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949816823009	0
Stk10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.914994808763
Stk11	0	0	0	0	0	0	0	0.852864319877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	0	0	0	0	0	0	0	0.858921429771	0	0	0	0	0	0	0	0	0.874290216067	0	0	0	0	0	0	0	0	0	0	0
Stk16	0	0	0	0	0	0	0	0	-0.876600631338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk17b	0.906418297896	0	0	0.916853574642	0	0	0	0	0	0	0	0	0	0	0	0.967437114973	0.977179289592	0	0	0	0	0	0	0	0	0	0	0
Stk19	0	0	0	0	0	0	0	0	-0.914444223045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk25	0	0	0	0	0	0	0	0.916113117711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.965701131585	0	0	0
Stk35	0	0	0	0	0	0	0	0	0	0	0.867763863119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk38l	-0.990120919111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk39	-0.993770515873	-0.891088901241	0	-0.992417648108	-0.98958082074	0	0	0.984945477401	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965697902182	0	0	0	0	0	0
Stk40	0	0	-0.920678950846	0	0	0	0	0	0	0	0.968143132047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978053200969
Stmn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968384211047	0	0	0	0	0	0	0	0	0	0	0	0
Stoml1	0	0.939342801424	-0.877014881545	0	0	0	0	0	0	0	0.98186741516	0	0	0	0.944879008477	0	0.932454829975	0	0.936566087934	0	0.969081618157	0	0	0.967389760169	0	0	0	0
Stoml2	0	0	0	0	0	0	0	0	0	0	0.979658959314	0.965607497557	0	0	0.978109165738	0	0	0	0	0	0.960079900469	0	0	0	0	0	0.950785443994	0.869214642105
Ston1	-0.985773913773	0	0	0	-0.974935240632	-0.922377901062	0	0	0	0	0.886438875711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stra13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862907843247	0	0	0	0.943454059383	0	-0.889741277149	0	-0.907559279729	0	0	0
Stra6	-0.990508950951	0.99934133773	-0.999795496733	0	-0.987672123583	-0.998872610196	0	0	-0.995611045274	0.987562906552	0.99558739329	0.995974841684	-0.994793032207	-0.989266200329	0	-0.99460425996	0	0	0	0.995664882969	-0.979890512097	0	0	0.978143605595	0	0.990537649221	0	0.999573806767
Stradb	0	0	0	0	0	0	-0.964343020146	0	0	0	0	0	0	0	0	0.893352677053	0	0	0	0	0	0	0	0	0	0	0	0
Strap	0	0	0	0	0	0	0	0	-0.938418298323	0	0	0	0	0	0	0	0.908105850901	0	0	0	0	0	0	0	0	0	0	0
Strn3	0	0	-0.922529967594	0	0	0	0	0	-0.93672459178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stt3a	-0.913967048756	0	0	0	0	0	0	0	-0.87624406154	0	0.920276035456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stub1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.944590102042	0	0
Stx11	0.989190189807	0.996103991149	-0.952518536386	0.995032050592	0.993955805053	-0.991484274223	0	0	0	0	0.923517687019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95115567246	0	0	0	0	0	0	0
Stx16	0	0	0	0	0	0	0	0	0	0	0.974940698871	0	0	0	0.978216790291	0	0	0	0.980046407708	0	0	0	0	0	0	0	0	0
Stx18	0	0	0	0	0	0	0	0	-0.890092603274	0	0.918231168932	0.904700610016	0	0	0.96341626164	0	0	0	0	0	0	0.924753216898	0	0	0	0	0	0
Stx1a	0	0	0	0	0	0	0	0	0	0	0.886641209872	0	0	-0.953824211089	0	0	0	0	0	0	0	0.976533542268	0	0	0	0	0	0
Stx4a	0	0	0	0	0	0.88773467534	0	0	0	0	0	0	0	0	0	0	0	-0.94694975512	0	0	0	0	-0.955512673959	0	0	-0.896636707812	-0.944233532243	-0.87063857456
Stx5a	0	0	0	0	0	0	0	0	0	0	0	0	0.972900137329	0	0	0	0.87475515414	0	0	0	0	0	0	0	0	0	0	-0.896238188625
Stx6	0	0	0	0	0	0	0	0	-0.919499124307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx7	0	0.896964557082	-0.970069111617	0.970084678999	0	0	0	0.891647904119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx8	0	0	0	0	0	0	0.939928278997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp1	0	0.859812561077	0	0	0	0	0	0	0	0	0.973558799599	0.899431311857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp2	0	0	-0.8738372154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp5	0	0	-0.902200245404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Styx	0	0	-0.890716600422	0	0	0	0	0	0	0	0	0	0	0	0	0.965362113574	0.958629121482	0	0	0	0	0	0	0	0	0	0	0
Sub1	0	0	-0.954311872726	0	-0.909074701373	0	0	0	0	0	0	0	0	0	0	0.95349327777	0	0.981523016587	0	0	0	0	0	0	0	0	0	0
Sucla2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914589154028	0.859747986345	0	0	0	0	0	0	0	0	0	0	0
Suclg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.940466401767	0	0	0	0	0	0	0	0	0	0	0	0
Suclg2	0	0	0	0	0	0	0	0	0	0	0.933100577298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sufu	0	0	0	0	0	0	0	0	0	-0.953215944962	0.880704639479	0.9159710533	0	0	0.956472325422	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugt1	0	0.870019673768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulf2	-0.942607993456	0	-0.98118045578	0	0	-0.992632638721	0	-0.940080542825	-0.988149297872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2b1	0	0	0	0	0	0	0.961052826436	0	0	0	0	0	-0.900768722536	0	0	0	0	0	0	0	0	-0.915173093662	-0.877250846853	-0.914559583862	0	0	0	0
Sumf1	0	0	-0.949529642486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.897480939247
Sumf2	0	0	0	0	0	0	0	0	-0.959298606232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989922036773	0.977230949378	0	0	0	0.9714837982	0	0	0	0	0	0	0
Sumo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971148009592	0	0	0	0	0	0	0	0	0	0	0	0
Sun1	0	0.856945442961	-0.921822071671	0	0	0	0	0.95940401827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sun2	0	0	0	0	0	0	0	0	0	0	0	-0.965166276887	0	0	0	0	0.919673337954	0	0	0	0	0	0	0	0	0	0	0
Suox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.918141012868
Supt16h	-0.887192851824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt3h	0	0	0	0.864190727929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt4h1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873898462691	0	0.86956334566	0	0	0	0	0	0	0	0	0	0
Supt5h	0	0	0	0	0	0	0	0	0	0	0.89314603791	0	0	0	0.888320152913	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf2	0	0	0	0	0	0	0	0	-0.975989219007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf4	0	0.881789494983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.940965779697	0	0	0	0	0	0	0	0	0	0	0
Surf6	0	0	0	0	0	0	0	0	-0.92201608759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd3	0.972908747293	0	-0.893202101664	0	-0.985055530502	0	0	0	0	0	0	0	0	0	0.949102195971	0.95584810301	0	0	0	0.947479217699	0.981454136873	0	0	0.975939454731	0	0	0	0
Suv39h2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935786886163	0.901631157739	0	0	0	0	0	0	0	0	0	0	0
Suv420h1	0	0	0	0	0	0	0	0.886167661835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suv420h2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919991906634	0	0	0	0	0	0	0	0	0	0	0
Suz12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911347502465	0	0	0	0	0	0	0	0	0	0	0
Swap70	0	-0.944448522857	0	0	-0.957185405808	0.993607101499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.916263777752	-0.97147965979	-0.980079284343
Syap1	0	0	0	0	-0.884665401193	0	0	0	0	0	0	0	0	0	0	0	0.858129313054	0	0	0	0	0	0	0	0	0	0	0
Syce2	0.939131857298	0.99011576097	0	0.912970480737	0	0.937866192545	0	0.995174115003	0.969335612104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syde2	0	0	0	0	0	-0.979806613321	0	0	0	-0.970582991621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sympk	0	0	0	0	0	0	0	0	0	0	0.913379454042	0	0	0	0.869279216838	0	0	0	0	0	0	0	0	0	0	0	0	0
Syn1	0.960217659898	0.922772925106	-0.989098402777	0.99396872	-0.971096871624	-0.934658584418	0	0	0	0	0	0	0	-0.988301364404	0	0	0.921111201994	0	-0.986119996225	-0.989276687676	0	-0.991515736264	-0.954238461296	0	-0.992942015458	-0.975606430841	-0.99258544566	-0.986822648475
Syncrip	0	0	0	0	0	-0.903967363376	0	0	-0.896558052709	0	0	0	0	0	0	0	0.947664331931	0	0	0	0	0	0	0	0	0	0	0
Syne1	0.983752997344	0.898040802621	0	0.98642208628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.961815569515	-0.919808501043	0
Syngr1	0	0	0	0	0	0	0	0	0	0	0.954974191632	0.926148031116	0	0	0.924705862094	0	0	0	0	0.972719328078	0	0.964380577643	0.865568322219	0.97354157967	0	0.943251725222	0.960755782667	0.934456646677
Syngr2	-0.948459933091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synj2	0	0	-0.992270825249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synj2bp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.927207056727	0.905893090073	0	0	0	0	0	0	0	0	0	0	0
Synpo	-0.997388650593	0	0	0	-0.897302654348	0	0	0	0	0	0	0.89668042826	0	0	0.975702680712	0	0	0	0.925188020096	0	0.951482851104	0	0	0	0	0	0	0
Synrg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.945554937967	0	0
Syp	0	-0.995039484862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sypl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.924215094128	0	0	0	0	0	0	0	0	0	0	0	0	0
Sys1	0	0	0	0	0	0	0	0	-0.897795559657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt11	0	0	0	0.971229804252	-0.968270531604	0	0	0	0	0	0	0	0	0	0	0	0	-0.937678940358	0	0	0	0	0	0	0	-0.929105534173	-0.964474111984	-0.880779839124
Sytl1	0	0	0	0	0	0.9776356177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sytl3	0.972314659756	0	-0.988762807673	0.99618578581	0	0	0	0	0	0.87972740853	0	0	0	0	0	0	-0.940253584051	0	-0.972795821841	-0.982952817426	0	0	0	0	0	0	0	0
Syvn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885793128387	0	0	0	0	0	0	0	0	0	0	0
Szt2	0	0	0	0	0	0	0	0	0	0	0.905509946661	0	0	0	0.961892297956	0	0	0	0	0	0	0	0	0	0	-0.929247113358	0	0
Tab1	0	0	0	0	0	0	0	0	0	0	0.868741094068	0	0	0	0.875495611071	0	0	0	0	0	0	0	0	0	0	0	0	0
Tab2	0	0.968474615673	0	0.954638403024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.961752645433
Tacc2	-0.986371692553	0	-0.958118779692	0	0	0	0	0	-0.969764978553	-0.96234518054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taco1	0	0	0	0	0	0	0	0	0	0	0.944573354743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tada1	0	0	0	0	0	0	0	0	-0.895399200864	0	0	0	0	0	0	0.966481408935	0	0	0	0	0.975323842283	0	0	0	0	0	0	0
Tada2a	-0.94732205594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1	0	0	0	0.854672412383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf10	0	0	0	0	0	0	0	0	0	0	0	-0.926315899867	0	0	0	0	0	-0.915912451627	0	0	0	0	0	0	0	0	0	0
Taf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.871897056202	0	0	0	0	0	0	0	0	0	0	0
Taf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.899950709469	0	0	-0.892221534718	-0.950463016371	-0.935497572179
Taf13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884669528045	0	0	0	0	0.872021490471	0	0	0	0	0	0	0
Taf15	0	0.916380026605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1b	0	0	0	0	0	0	0	0	0	0	0.950531450047	0	0	0	0	0	0	0	0.967415590062	0.982590652162	0	0.974686704924	0	0.947604062181	0	0.96072134281	0.933896998997	0.952020973873
Taf1c	0	0	0	0	0	0	0	0	-0.917149958575	-0.959508353172	0	0	0	-0.954217486602	0.968883588978	0	0	-0.968464547523	0	0	0	0	0	0	0	0	0	0
Taf4a	0	0	0	0	0	0	0	0	0	0	0.927422305835	0	0	0	0.880089027031	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf4b	0	-0.93811416526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf5	-0.87986219626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf5l	0	0	0	0	0	0	0	0	-0.872452885594	0	0.897636134298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf6	0	0	0	0	0	0	0	0	0	0	0.885276530529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878018330614	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf7	0	0	0	-0.900653361719	0	0	0	0	0	0	-0.92342139209	0	0	0	-0.87975732279	0	0	0	0	-0.894722766982	0	-0.956110452739	-0.898718446195	-0.943745870607	-0.972863989597	-0.971395761014	-0.9691619561	-0.942796765702
Taf9	0	0	0	0	0	0	0	0	-0.892252996759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.973702977358	0	0	0
Tagap	0	-0.995967615072	-0.998447872642	-0.952182941281	0	-0.993319559951	0	0	-0.927338416201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap1	0	-0.989664719516	-0.996266504462	0	0	-0.954411502522	0	0	0	0	0	0	0	0	0	0	0.885366935154	0	0	0	0	0	0	0	0	0	0	0
Tagln2	0	0	-0.969979969167	0	0	-0.920542615335	0	0	0	0	0.973179961169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tal2	-0.998500309377	0	0	-0.970394219374	0	0	-0.940772707728	0.867092285902	-0.966639749143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tanc1	0	0.867363499778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tank	0	0	-0.95944542909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854091239792	0	0	0	0	0	0	0	0	0	0	0
Taok1	0	0	0	0.881173882534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taok2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.969985212841	0	-0.948989544115
Taok3	0	0	0	0	0	0	0	0.900283698324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94804043921	-0.956923222132	0
Tap1	-0.970818956928	0	0	-0.99290006607	0	0.943113965793	0	0	0	0	0	0	0	0	0	0	0.901842101864	0	0	0	0	0	0	0	0	-0.925340576594	0	-0.953147777207
Tap2	-0.969644374063	0	0	-0.985962686019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapbp	-0.889300808574	-0.921177099829	-0.904040774805	-0.992124002391	0	0	0	0	0	-0.970499092844	0	0	0.981656471034	0	0.945150222352	0	0.941727761538	0	0	0	0.968246451618	0	0	0	0	-0.971437710402	-0.905267794406	-0.996025295481
Tapbpl	0	0	-0.953095340472	0	0	0	0	0	0	0	0.910068922764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapt1	-0.930662905205	0	0	0	0	0	0	0	-0.890942078382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarbp1	0	0	0	0	0	-0.968391136094	0	0	-0.969167199773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarbp2	0	0	0	0	0	0	0	0	-0.894439608612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tardbp	0	0	0	0	0	0	0	0	-0.90377859113	0	0	0	0	0	0	0	0.932084601509	0	0	0	0	0	0	0	0	0	0	0
Tars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970902625609	0	0.888927155397	0	0	0.958590376643	0.960945201882	0	0	0	0	0	0	0
Tarsl2	0.867475429314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasp1	0	0	0	0	0	0	0	0	-0.92901114805	0	0.891789968531	0	0	0	0	0	0	0	0	0	0	0.933212506834	0	0	0	0	0	0
Tatdn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923784595913	0	0	0	0	0	0	0	0	0	0	0
Tatdn2	-0.906321772781	0	0	0	0	-0.932246494604	0	0	-0.966760353633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tax1bp1	0	0	-0.878886872988	0	-0.929892085199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tax1bp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853910430541	0	0	0	0	0	0	0	0	0	0	0
Taz	0	0	0	0	0	0	0.970528092161	0	0	0	0	0	0	0	0	0	0.909974213157	0	0	0	0	0	0	0	0	0	0	0
Tbc1d1	0	0.880205261549	0	0	0	0	0	0.972095105666	0	0	0	0	0	0	0	0	0.885823263263	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943105355828	0	0	0	0	0	0	0	0	0	0	0
Tbc1d13	0	0	0	0	0	0	0	0	0	-0.954463939257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.924260379852	0	-0.940384675889
Tbc1d15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931133200453	0	0	0	0	0	0	0	0	0	0	0
Tbc1d19	0	0	0	0	0	0	0	0	0	0	0.956752149262	0	0	0	0	0	0	0.871771801506	0	0.954573828291	0	0.881914339465	0	0	0	0.941383362966	0.939187822066	0.900094279109
Tbc1d20	0	0	0	0	0	0	0	0.855072775723	0	0	0	0	0	0	0	0	0.904205537068	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.939467033025	0	0
