Hybridization REF_at	Iron01	Iron02	Iron03	Iron04	Iron05	Iron06	Iron07	Iron08	Iron09	Iron10	Iron11	Iron12	Iron13	Iron14	Iron15	Iron16	Iron17	Iron18	Iron19	Iron20	Iron21	Iron22	Iron23	Iron24
Composite Element REF_at	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2
GBAA4826_at	12.14149047	12.14935473	12.32754206	12.26091301	12.14617374	12.18580695	12.35194335	12.3266909	11.96779576	12.13191283	12.00421753	11.95436466	12.48706963	12.50572076	12.27453133	12.18500117	10.60768029	11.40022335	10.12293056	10.42328732	12.50512407	12.46768939	11.60255254	11.56605216
GBAA4827_at	13.15894206	13.18126558	13.2581901	13.26321452	13.09637408	13.17601747	13.36539578	13.27994145	13.07896007	12.96903539	12.90458122	12.94681251	13.42088687	13.54060654	13.2924618	13.14348178	12.2087243	12.75226631	11.71451728	11.81502157	13.60032898	13.61604371	12.44399794	12.65606889
GBAA4828_at	10.85002509	10.94284478	10.83955506	10.78627644	10.98699248	11.01233994	10.92437254	10.70499977	10.61516416	10.84215433	10.74258356	10.68099217	10.98766668	10.88135539	10.90829654	10.85799452	10.99153611	11.14090213	11.11645727	11.03211168	11.02289969	10.96241554	11.44284089	11.26142126
GBAA4829_at	11.20138912	11.19143776	10.98182175	11.09921446	11.25095902	11.17934643	11.20115674	11.11040236	11.0778556	11.17066797	11.10597106	11.05748637	11.21862909	11.17972927	11.00470878	10.90679317	11.33268141	11.4930254	11.29273949	11.28923799	11.38793857	11.47450995	11.64182517	11.68951296
GBAA4830_at	11.47017918	11.52248307	11.40546849	11.4440917	11.56352751	11.53738048	11.51275259	11.44101733	11.37922293	11.45238274	11.45207008	11.35408966	11.52408075	11.53091908	11.46157332	11.4387002	11.74096883	11.9514535	11.8321733	11.76517193	11.77163932	11.82885696	12.02964705	12.02860605
GBAA4831_at	11.55818503	11.57833329	11.55318988	11.58667812	11.61797023	11.62444915	11.6311627	11.54709406	11.49739772	11.6013763	11.59158667	11.51282003	11.64054075	11.62091882	11.6449712	11.60439783	11.77468948	12.02056087	11.94204282	11.83292152	11.82083065	11.8318037	12.0386579	12.01599468
GBAA4832_at	11.02213284	11.02372891	10.97574239	10.96052096	11.07789802	11.03426794	11.01557761	10.92046165	10.73953971	10.68420752	10.71103545	10.64607027	10.88053893	10.82858602	10.84427434	10.87939139	10.5873711	10.54259019	10.49437662	10.64496309	10.47072238	10.55891434	10.72928936	10.70709684
GBAA4833_at	12.19674476	12.14831073	12.08478138	12.06044081	12.23130774	12.16437032	12.15156221	12.11435343	11.9454709	11.90573036	11.97093992	12.05721575	12.04101362	12.00915443	12.06145767	12.09048941	11.9849989	11.79437909	11.91402296	12.09553106	11.61997346	11.66511329	12.00784388	11.97997389
GBAA4834_at	7.772702154	8.114626878	8.823723167	8.736984772	7.92114236	8.313087799	8.825419225	8.701331828	8.599719125	8.789990091	8.611227189	8.572495162	8.259887364	8.648003088	8.312026212	8.328411851	10.25861222	9.770258392	9.680256516	10.52313573	9.062062282	8.824353671	11.0871136	10.9391806
GBAA4835_at	9.344029674	9.244042114	10.07987225	10.27991206	9.76251416	9.503584419	9.760330922	9.715051771	8.945543887	8.269255509	8.399182327	9.10715996	8.380626402	8.77097867	8.862664869	8.87046685	7.941694076	7.571456028	8.857466892	8.66751115	7.664038856	8.248134864	8.824494873	8.926382935
GBAA4836_at	10.00319217	10.2262795	10.31614166	10.29727874	9.890302405	10.19319342	10.39657378	10.25740555	10.48893367	10.65452212	10.46800733	10.41937576	10.32450887	10.59392673	10.09619196	10.0336809	12.1189186	11.60626577	11.41833598	11.65503108	11.12806384	10.716538	12.12273559	12.03862542
GBAA4837_at	14.23297964	14.26782943	14.27676894	14.3334219	14.27476642	14.29154534	14.32185542	14.30711829	14.30065352	14.27483188	14.23781327	14.28806094	14.31798223	14.33008068	14.34089439	14.32846661	14.5586821	14.42412725	14.28858739	14.27185603	14.41638722	14.27209032	14.48651927	14.47355007
GBAA4838_at	14.50649335	14.52312532	14.52983054	14.55114633	14.52625056	14.51984326	14.52866711	14.56414376	14.54072838	14.5119023	14.55116627	14.55176002	14.55366884	14.58991228	14.58164637	14.55511085	14.76004958	14.69001148	14.60854953	14.518171	14.70533737	14.49754958	14.65827192	14.63426804
GBAA4839_at	13.37346108	13.44966659	13.46959327	13.55027225	13.39957861	13.44769259	13.44833818	13.57928505	13.57151177	13.5153798	13.57548024	13.59277599	13.50788909	13.58886601	13.56031445	13.53216645	14.1494631	13.9656826	13.74604677	13.74351991	14.071669	13.85997034	14.02744318	13.98073114
GBAA4840_at	8.974788731	9.002157185	8.681672627	8.732784801	9.001250958	9.064285277	8.875345098	8.868455407	8.619524119	8.723392833	8.761452029	8.656219057	9.105889843	9.146961672	8.985208611	8.819054652	8.961850776	9.452046841	8.517659266	8.082277971	9.745471086	10.01542974	9.297774664	9.110568408
GBAA4841_at	11.47698922	11.41581186	11.28181456	11.25153673	11.37539725	11.36344432	11.37455492	11.28782919	11.53947684	11.48654881	11.61301999	11.57780597	11.4766372	11.35698067	11.46356487	11.40369171	11.89694982	11.96669399	12.00748802	12.07066119	11.66679281	11.76554271	11.89179785	11.92852936
GBAA4842_at	11.89971592	11.85224228	11.69566174	11.63998498	11.82763037	11.91594927	11.67744048	11.67230498	11.51238624	11.53339816	11.39194587	11.42082305	11.72620888	11.63183698	11.45171092	11.49893762	10.7283599	10.84018079	10.48467612	10.88880885	11.26817409	11.68771204	10.60888272	10.69382111
GBAA4843_at	13.64265148	13.65306092	13.55421303	13.57071726	13.63534875	13.59536944	13.57809852	13.51651142	13.47379007	13.52560477	13.43923266	13.35158349	13.56668209	13.49229175	13.48523813	13.52005082	13.20416359	13.41452203	13.35142404	13.38517571	13.5346491	13.56824592	13.50600643	13.50222466
GBAA4844_at	13.6371201	13.60051727	13.55464202	13.55649708	13.57948748	13.57283428	13.5591822	13.51337515	13.53461227	13.54048848	13.4101221	13.35397928	13.57454264	13.50509743	13.48715358	13.43456016	13.33766776	13.48208372	13.34186698	13.49464474	13.54348059	13.61434604	13.56138316	13.55713457
GBAA4845_at	13.48817378	13.53695875	13.4085852	13.45072675	13.5444647	13.53565979	13.47107412	13.41484771	13.46007573	13.45143154	13.33536363	13.31530202	13.49530656	13.47421054	13.44591078	13.45957686	13.27061452	13.45222333	13.13545638	13.07552689	13.74113888	13.81548682	13.60363618	13.52557292
GBAA4846_at	13.52635299	13.59467972	13.53030677	13.51493374	13.62255697	13.6070386	13.51260382	13.51708386	13.51996174	13.5089089	13.39703697	13.37763434	13.55162056	13.57782702	13.49429063	13.549385	13.3256902	13.51625197	13.19751651	13.18025801	13.8036267	13.88206747	13.6061753	13.49249577
GBAA4847_at	13.26948357	13.24940974	13.1787264	13.15506766	13.3012876	13.26701839	13.18838541	13.20382569	13.25142361	13.16191416	13.17888077	13.12061622	13.28030887	13.27972926	13.27921362	13.22426249	12.94967496	13.21042215	12.86044037	12.88357181	13.49392191	13.56574832	13.17197171	13.06900985
GBAA4848_at	13.59923223	13.62794353	13.51596487	13.51658028	13.6435824	13.63307123	13.52372013	13.52490707	13.55534913	13.5064494	13.48026187	13.47734011	13.60637284	13.57573917	13.58097654	13.56013052	13.31693016	13.48592888	13.23717372	13.31157167	13.69679388	13.76501936	13.46029025	13.40429338
GBAA4849_at	10.55258941	10.6719083	10.72233079	10.68564749	10.76525307	10.7536969	10.8098216	10.66927079	10.53438661	10.59286553	10.86309587	10.76297334	10.76638728	10.7840417	10.9944472	10.88261114	10.76930244	11.06962642	10.99709172	10.80670086	10.94144628	11.17835682	10.84551406	10.81296535
GBAA4850_at	6.168573975	6.23954958	6.065642762	5.992260136	6.200439567	6.119796099	5.966354003	6.104221997	5.959868488	6.14927627	6.326443825	6.186348444	6.258190184	6.15716554	6.18662734	6.149137797	6.172623696	6.192215664	6.32380275	6.140068073	6.078339523	6.041638174	6.298897292	6.303827326
GBAA4851_at	5.144859009	5.142283456	5.037707735	5.087175646	5.153719059	5.364067666	5.183546658	5.069838322	5.157054601	5.13747392	5.040279271	5.039437167	5.211386981	5.199008396	5.100647371	5.184317016	5.18336187	4.890338533	4.983127212	5.003628889	5.023102585	5.012327455	4.832554653	4.9280106
GBAA4852_at	11.55774856	11.41142818	11.25132807	11.32243171	11.40665996	11.35698531	11.26875104	11.26721605	11.21284425	11.0763162	11.00789465	10.93087985	11.30958721	11.27844146	11.16945416	11.26465132	10.9557638	10.71948904	11.11061651	10.86056518	10.87157085	10.77909017	10.46030596	10.56747549
GBAA4854_at	10.71049078	10.53525012	10.76516532	10.94501911	10.57482909	10.5555059	10.81613746	11.0798877	10.8718924	10.73685239	10.96166708	11.0793559	10.93104744	10.76575123	11.11375184	11.24068834	11.5155708	10.92195126	10.81667009	11.26283677	11.17279825	10.83757184	11.72284952	11.69019212
GBAA4855_at	10.10547017	9.891014649	10.35961652	10.28765226	10.12414797	10.07905783	10.05342775	10.34886452	10.82725561	10.38640892	10.46692672	10.76899207	10.25132639	10.53921857	10.42572121	10.50812607	11.39937629	11.23905068	11.61115339	12.19441835	10.94810169	11.31823285	11.63725251	11.8699443
GBAA4856_at	7.130930403	6.896091407	7.07411077	7.071548367	7.14112197	7.112101279	6.918806759	6.973847526	7.344500983	7.156136077	7.040118833	7.16512151	7.177862991	7.148381349	7.017642099	6.942114747	7.651335824	7.833650912	7.372653338	8.728722432	7.479330424	7.709884148	7.837617995	7.621147595
GBAA4858_at	11.20163935	11.06309757	10.95689452	10.99379891	11.15856719	11.13858957	11.02025465	11.02016266	11.50369808	11.43825438	11.18333149	10.955783	11.29360936	11.20039479	11.04078394	11.16131609	11.80133081	11.61137454	11.88392209	12.47972924	11.07753076	11.09935721	11.73360502	11.9121097
GBAA4859_at	5.48066489	5.508798944	5.198133653	5.28074388	5.539419482	5.411252963	5.307271383	5.258362006	5.527373184	5.504724247	5.523230693	5.358052109	5.446477166	5.401658648	5.398516426	5.474069164	5.750439614	5.716690354	5.921143954	6.012024699	5.390291985	5.381131602	5.774507739	5.926963248
GBAA4860_at	10.89598193	10.92276971	10.9947308	11.03100926	10.97809813	11.04078562	11.14689898	11.0126815	10.80488405	10.81126247	10.75301665	10.96181342	10.7968499	10.94158804	10.9388445	10.86927473	11.29426838	11.32165707	11.53731131	11.5400797	11.0752734	11.05313511	11.73089899	11.73559305
GBAA4861_at	12.52931816	12.52163248	12.43742196	12.48193722	12.51039787	12.52520237	12.49574259	12.44680101	12.39707815	12.40458729	12.41385246	12.36082962	12.59048555	12.51163004	12.52071499	12.47226779	12.61199979	12.62242236	12.79021637	12.61291698	12.63775247	12.58163017	12.74418909	12.71780322
GBAA4862_at	6.488268618	6.416732992	6.487679315	6.672722745	6.303909613	6.511900123	6.370898505	6.781234208	6.686660369	6.212009607	6.33958635	6.822222109	6.660689904	6.544338741	6.669371297	6.795315524	7.195718674	6.410453438	6.672149835	7.396620492	6.568432524	6.451377344	7.921903086	7.817463765
GBAA4863_at	8.06204604	7.938638189	8.26179269	8.31783021	8.005400164	8.084858288	8.037527482	8.474632922	8.114408041	8.097539958	8.212262263	8.644710636	8.331911553	8.210054677	8.492387541	8.668042769	8.958673709	8.027571752	8.539673231	9.267235593	8.303342904	7.960477557	9.815624651	9.704312893
GBAA4864_at	8.899997732	8.76430873	8.988260822	9.21533374	8.820673238	8.739946922	8.948772004	9.336035213	9.182122456	8.796438319	9.000575493	9.256876714	9.056397376	9.015954684	9.287388435	9.309391453	9.319392278	8.384517173	8.592662602	8.485207963	8.780528877	7.914458394	8.566971674	8.636560077
GBAA4865_at	9.110486759	9.158544592	9.088683145	9.473281153	8.961739366	9.17703639	8.976908454	9.45706294	9.220588878	9.246138213	9.075083153	9.535607523	9.033603994	9.00649147	9.131508296	9.279710313	10.19416748	8.601111903	9.850043615	10.6192086	8.860946973	8.417596742	10.6962736	10.91462096
GBAA4866_at	10.13010795	10.06878807	10.40684674	10.41439207	10.26896596	10.22410065	10.39249437	10.42866276	9.952987871	9.95751406	10.09407403	10.23861051	10.30177431	10.21551896	10.40763268	10.5394551	9.857384157	9.499400891	9.641038997	9.689537214	10.055709	9.7391193	10.32922756	10.14931019
GBAA4867_at	10.371401	10.31519461	10.66452073	10.65363302	10.43425566	10.42761699	10.54583265	10.75093237	10.28447988	10.15079919	10.44263367	10.49785981	10.56873479	10.53541333	10.70264195	10.74175067	10.21264448	9.944475438	9.970896541	10.06286115	10.43251452	9.961330726	10.60367849	10.41995882
GBAA4868_at	10.52127121	10.45961791	10.80311883	10.81489703	10.60400634	10.57521461	10.7350895	10.82546443	10.50452679	10.29203491	10.52869993	10.67683521	10.79971601	10.67486822	10.88043311	10.88783763	10.51646596	10.16344018	10.24603251	10.44382888	10.5850014	10.16659039	10.84277608	10.72587382
GBAA4869_at	10.45777918	10.39829624	10.78475159	10.81412082	10.5594656	10.52379881	10.63144113	10.8323052	10.42013127	10.26788378	10.53341317	10.69394879	10.69362235	10.57661503	10.77889637	10.8686666	10.58172217	10.08571268	10.21902513	10.5119056	10.54508873	10.05521589	10.96353842	10.73994587
GBAA4870_at	10.07919361	10.05184695	10.40271857	10.46174999	10.1822667	10.0570102	10.29778022	10.44208527	9.993112427	9.801195866	10.16568202	10.42031196	10.29474017	10.20452133	10.41197073	10.43316618	10.19725472	9.762700004	9.802601877	10.10942808	10.21630784	9.923655381	10.79992156	10.63556335
GBAA4871_at	10.71830001	10.60967075	10.62705497	10.68451588	10.63441917	10.60614166	10.58487714	10.75893523	10.90571803	10.71670098	10.53843035	10.68198719	10.74593625	10.74325886	10.69712165	10.74142009	11.17481096	11.0721649	10.86820999	11.46315311	10.993945	10.84848211	11.54932968	11.69623582
GBAA4872_at	9.622608532	9.463053347	9.485967987	9.493099545	9.395510294	9.476172784	9.458633474	9.623947079	9.678568882	9.577763603	9.513846449	9.674333602	9.678193107	9.618846425	9.554577123	9.643894914	10.28472711	10.03889508	9.750123236	10.29210417	9.937228985	9.879648118	10.52543734	10.6044168
GBAA4873_at	13.22753974	13.12680866	13.07179582	13.07713896	13.24339341	13.19489461	13.03824133	13.2507488	13.52911598	13.28208158	13.56133316	13.76595394	13.19383973	13.38763612	13.43135385	13.50609143	14.01480532	13.68822007	14.10705999	14.00900907	13.52938696	13.32532864	13.84441416	13.90223009
GBAA4874_at	10.04104075	10.09232145	10.34447434	10.28929104	10.14026276	10.12848462	10.50920016	10.36442259	10.24585022	10.17152241	10.52685575	10.63506094	10.14442883	10.4003552	10.55922875	10.45320087	10.3319215	10.49680192	10.73335528	10.58358099	10.2684675	10.28527171	10.53624239	10.54325421
GBAA4875_at	11.63800536	11.69920956	11.31500304	11.48882573	11.45908938	11.56571983	11.55083667	11.32897402	12.53371069	12.53892034	11.75390676	11.60697228	11.90535706	11.68098028	11.64437242	11.78164962	13.22969918	12.66932467	13.03956959	13.91024675	12.57529171	11.99373714	13.64478675	13.82231642
GBAA4876_at	10.34331014	10.14528566	10.15404881	10.2003354	10.23116918	10.13755865	10.09979286	10.41666054	10.13938186	10.05015883	10.25678176	10.25468283	10.28911406	10.21559827	10.1913365	10.479068	9.842731535	9.846642865	9.652868977	9.984144712	10.08523693	10.18064371	9.75531498	9.766087084
GBAA4877_at	6.870642077	6.813432605	6.744832231	6.725885629	6.829775486	6.943400334	6.831815752	6.726731428	7.463060021	7.60391446	7.034646031	6.812167196	6.986145846	6.854918414	6.87003386	7.180289286	8.317894443	7.659153563	8.46327851	10.39688133	6.943870907	6.804939484	9.449023962	9.51550213
GBAA4878_at	9.948505711	9.990787393	9.832486255	10.02658672	10.04860419	10.03295166	9.794618851	9.753525511	9.73632558	9.475921019	9.094245986	9.527882434	9.619205168	9.700702769	9.529471768	9.609993277	8.908002309	8.455616429	9.208489506	8.602331168	8.523994102	8.739699644	8.126324617	8.265674344
GBAA4879_at	8.687917869	8.758012207	8.952327853	8.909414727	8.900483799	8.942673836	8.904819552	8.909602927	8.723066584	8.366498885	8.616698567	8.883431505	8.514920627	8.610249054	8.66665976	8.842306521	7.05167106	7.280681841	7.91100127	7.716854205	7.223180773	7.260022624	7.970058367	7.945616375
GBAA4880_at	8.817513233	8.936270117	9.095282541	9.129772102	9.090855927	9.061003738	9.01047181	9.176298038	8.873147206	8.569288932	8.841627864	9.036048428	8.708096776	8.68182843	8.914284508	8.984652063	7.472551407	7.450059963	8.258457354	7.776924078	7.358881116	7.454396101	7.923364583	8.05223293
GBAA4881_at	11.75757136	11.69561668	11.69447219	11.74977006	11.7463929	11.674682	11.69090712	11.71120528	11.63464792	11.4994956	11.4605914	11.58934376	11.61861612	11.56836486	11.71256894	11.76645298	11.39940665	11.2169019	11.66661912	11.51144276	11.26485981	11.423966	11.22925422	11.23214385
GBAA4882_at	7.78003068	7.814400625	7.918053687	7.884723551	7.990186839	7.909668414	7.898340023	7.828333495	7.800972856	7.730711367	7.258641926	7.780800866	7.793703275	7.827883046	7.883956426	7.943801981	7.392403373	7.453536161	7.42253463	7.720383727	7.492973616	7.82833257	8.134157401	8.06024284
GBAA4883_at	8.983895986	9.094340603	9.575528254	9.520226167	9.147237494	9.346441299	9.725440832	9.61231581	9.329920325	9.391741119	9.950879635	10.18186361	9.536595646	9.512207633	9.997433263	9.808645141	10.6017439	10.67725077	10.69861046	10.95831298	10.37776096	10.24802317	10.66153943	10.3000347
GBAA4884_at	11.75215343	11.53843097	11.51417499	11.61776688	11.71897799	11.57662611	11.52475333	11.6598058	11.48609914	11.34834438	11.66956225	11.54543519	11.63142621	11.41051183	11.53976373	11.64184364	11.64983125	11.6727838	11.80639429	12.31324376	11.18180243	11.05868813	11.29857478	11.6685872
GBAA4885_at	11.43390328	11.41119783	11.29718379	11.32729844	11.35518334	11.41180012	11.29607371	11.32281293	11.39712008	11.44486804	11.49310188	11.60547019	11.44493137	11.36155526	11.4881675	11.48802335	11.64891759	11.45426513	11.81870499	11.50848443	11.40761509	11.24700627	11.09389589	11.16544686
GBAA4886_at	7.637169505	7.627086907	9.247668466	9.213951377	7.669741352	7.590383443	9.522022127	9.442183299	7.656445869	7.596384943	8.509401882	8.493574401	7.687817702	7.664170622	8.461723912	8.505962823	7.956947923	8.080853796	8.312266962	8.395566601	8.046451167	8.154158371	8.394749887	8.005843019
GBAA4887_at	8.133384929	8.099935721	8.667382356	8.678704445	7.993896512	8.068138801	8.908120851	8.897164535	8.160217973	8.000857267	8.150713113	8.267794887	8.072913309	7.960455137	8.287614756	8.347891358	7.96016267	7.801313123	8.209250594	8.284858069	7.638079391	7.628368044	8.01281254	7.93451347
GBAA4888_at	13.45851338	13.49480386	13.25919001	13.25211395	13.40457652	13.43077802	13.29359118	13.133008	13.15295354	13.2201675	13.07582497	12.90173931	13.31625769	13.35399385	13.21508758	13.14303429	12.7988643	13.11669023	12.68495775	12.02712148	13.35783659	13.3728182	12.01983617	12.21405054
GBAA4889_at	12.04169163	12.08426997	11.99551227	11.85921092	12.02401042	12.0422573	11.98937488	11.88547342	11.57110792	11.64507279	11.5587942	11.42350875	11.89532042	11.9205678	11.82402503	11.79943536	10.93085232	11.42462449	11.00052807	10.22265145	11.7094122	11.94052397	10.4820205	10.27537544
GBAA4890_at	12.97732558	12.95594832	12.77413325	12.86400202	12.95732156	12.93977466	12.91734124	12.7635993	12.86288024	12.7462988	12.61314704	12.73561262	12.85604201	12.8288679	12.83906798	12.83877114	12.92972398	12.76994703	13.08084997	13.16932	12.75459578	12.67225238	12.75494049	12.89372437
GBAA4891_at	5.440828046	5.331238555	5.191904164	5.30401241	5.346551119	5.329680258	5.256332049	5.316046393	5.283805813	5.468553059	5.434722338	5.278946104	5.343052356	5.205874018	5.247314143	5.336746489	5.329332651	5.451598679	5.425689427	5.315443151	5.421491945	5.327710485	5.23952062	5.398788495
GBAA4892_at	6.208542825	6.278162032	6.192603446	6.241549623	6.354181355	6.095262445	6.263056588	6.132656821	6.15003599	6.287822921	6.315008305	6.345391992	6.159429493	6.152627105	6.070006933	6.169684182	6.089524613	6.398295201	6.408260163	6.271122032	6.27215383	6.310244997	6.053983497	6.028935814
GBAA4893_at	12.80187936	12.80850518	12.79877792	12.89537649	12.66283821	12.76679007	12.79711066	12.66967767	12.97579711	12.84572002	12.82292432	12.99953617	12.65963461	12.67325896	12.59442311	12.51482906	13.35134938	13.05869732	12.78512457	12.90511026	12.87111105	12.3507312	12.88540656	12.91739955
GBAA4894_at	9.789904751	9.798840111	9.621808128	9.597469541	9.872848927	9.819298124	9.658629909	9.72768027	9.654672641	9.656625996	9.686515054	9.638463623	9.8190747	9.665433962	9.84334985	9.787412176	9.907838719	9.757408942	10.04551492	10.01749042	9.730987237	9.572818922	10.26741422	10.3352585
GBAA4895_at	12.14796095	12.08145742	11.88858902	11.96474098	12.12952855	12.15595711	12.02592604	11.98574856	11.99197539	11.92895414	12.03338275	12.12076317	12.00428127	12.01673067	11.99542161	12.03925289	12.45487757	12.16311569	11.97788746	11.95022628	12.06613267	12.15633103	11.95675036	11.93791619
GBAA4896_at	8.691827095	8.808732488	8.923267497	9.014954543	8.676386194	8.809782511	8.830058095	9.063423087	9.472446613	9.346138057	9.52294666	9.617243608	8.979950495	9.179002274	8.974230479	9.11160825	11.00476439	10.33718279	9.898671667	10.18345001	9.898688715	9.026958915	10.55922714	10.46379776
GBAA4898_at	10.29012794	10.3218632	11.05624159	11.10201642	10.31559501	10.31910887	11.40134947	11.1594472	9.86672467	9.951054987	10.13112224	10.08662844	10.04612376	9.872855514	10.23455971	10.33566456	9.416098297	10.02537441	9.830861924	9.533984777	10.17192958	10.62716268	10.18102649	10.17534784
GBAA4899_at	11.47184636	11.54305007	11.25378095	11.23278424	11.52631367	11.45015075	11.38634629	11.21956925	11.01006661	11.1630743	11.03408569	10.71430133	11.24396569	11.25530348	11.14986554	11.1502801	10.6056522	11.33888053	10.7859437	10.13655885	11.47949141	11.84344713	10.8773482	10.78666456
GBAA4900_at	11.39152085	11.47662305	11.25641176	11.1355673	11.4721934	11.44493033	11.33890645	11.16944511	10.98896437	11.08187823	11.12557486	10.8120175	11.30363696	11.31841188	11.2039556	11.1680372	10.55418987	11.39151806	10.51896104	9.937439284	11.4675854	11.78941704	10.00136606	9.745682331
GBAA4901_at	12.66706259	12.62569855	12.53363043	12.552273	12.57549042	12.64921346	12.60718129	12.56830234	12.61311182	12.60530623	12.49789304	12.46732025	12.66266074	12.61888675	12.58148194	12.60150518	12.61561137	12.80831601	12.39487745	12.65421172	12.95305936	13.15817197	12.70943671	12.72130644
GBAA4902_at	7.457306053	7.586300494	7.243526544	7.290628446	7.582048672	7.732442594	7.447014222	7.1761082	7.214412348	7.240207372	7.20567503	7.28460315	7.571681193	7.459392578	7.436326735	7.315568663	6.963012964	7.346436839	6.644263021	6.765089993	7.497132731	7.768617747	6.784668126	6.941406583
GBAA4903_at	5.655905957	5.607895225	5.502358251	5.445500016	5.713054915	5.692434834	5.624144518	5.476272336	5.528043451	5.645096637	5.616432303	5.63436998	5.602817653	5.527742157	5.5868399	5.710537544	5.709104485	5.470960127	5.66102602	5.456901323	5.420938825	5.39723882	5.481070137	5.636523871
GBAA4904_at	9.688570249	9.668932894	9.750132813	9.832276978	9.677643733	9.732887237	9.739271938	9.815480486	10.42104299	10.11698609	10.3693582	10.90336334	9.943637638	9.821349563	9.947335217	9.992946969	11.2759335	11.52570229	10.4776118	10.69741105	10.35692019	10.36662316	11.22855334	11.13874876
GBAA4905_at	11.26009293	11.36984663	11.29428968	11.24782119	11.29739658	11.31303263	11.40919941	11.02910387	10.91600444	10.97318931	11.10803576	11.04173056	10.9542347	11.01252156	11.02863252	10.83777646	10.87466173	10.89890577	11.72455417	11.47514207	10.25990621	10.63030201	9.687339995	9.709888729
GBAA4906_at	8.416001663	8.831802316	8.884727041	8.74770204	8.363766022	8.845631805	8.840105367	8.542177	9.231898248	9.542938464	9.336403078	9.342796435	8.902508856	9.208252565	8.664963516	8.514615157	10.76517033	10.45508069	10.16129417	10.04871573	9.534266509	9.108091443	10.69336822	10.48595107
GBAA4907_at	7.799341438	7.958192418	7.820397445	7.966488358	7.969413872	7.81885767	7.920095782	7.762183426	8.126398154	8.328355472	7.985277903	7.910180384	8.006542566	7.707368467	7.792939347	7.834877039	8.225431407	8.48638076	7.981544224	7.915162125	8.122253927	7.955725985	8.411600211	8.652585261
GBAA4908_at	14.51427827	14.51651847	14.38489395	14.40583552	14.48122712	14.47004818	14.44424544	14.40671091	14.37125176	14.31908593	14.22591557	14.21080801	14.40420598	14.40868235	14.37829223	14.35878611	13.94688509	14.08133138	13.95461928	13.69627887	14.30647416	14.36845156	13.8484003	13.93509823
GBAA4909_at	9.643656044	9.405593621	8.493296937	8.74275382	9.60304314	9.185714737	8.382321333	8.885493758	8.692835981	8.922826109	8.060789451	8.447715151	9.242887513	8.809244258	8.914556586	9.366557201	6.128021288	5.917581844	6.813571319	6.904003917	5.709756334	5.182470581	6.310706675	6.819582506
GBAA4910_at	9.950351877	9.728600868	9.727914599	9.622605244	9.774266689	9.668745292	9.690717275	9.936135125	10.06250162	9.954420063	9.913525372	10.07181055	9.911786928	9.901689932	10.01484353	10.0974594	9.870812143	9.442877378	10.42842753	10.47336023	9.340777669	9.459433646	9.644128106	9.781891347
GBAA4911_at	12.07150604	11.97063761	11.85452678	11.97061799	12.01424024	11.91742408	11.84623282	11.87458507	11.8301828	11.86109692	11.88624471	11.76565619	12.00930346	11.8687199	11.77006456	11.8758114	11.8880042	11.22089706	11.45230432	10.92117502	11.19490519	11.02413651	10.59748686	10.73118514
GBAA4912_at	7.569050581	7.540651932	7.334874321	7.406355762	7.338357184	7.636658819	7.476739291	7.410942355	7.654803059	7.87733843	7.72205086	7.582351717	7.736467454	7.575865874	7.591485938	7.600174228	7.855084994	8.008906397	7.199954268	7.52660539	8.174164098	8.344323684	8.130906465	7.887945157
GBAA4913_at	8.210988766	8.236156224	8.042119937	8.088198536	8.201811814	8.192731759	8.169909957	8.020853385	8.198607465	8.388384345	8.324653738	8.132593698	8.32818073	8.174366488	8.09367673	8.240330575	8.332821885	8.759355827	7.915204275	8.263001313	8.721062422	8.879801645	8.721369989	8.260295632
GBAA4914_at	8.517578634	8.443446631	8.301505745	8.436970352	8.413323613	8.49231955	8.387824291	8.336405599	8.642479599	8.681807727	8.621282634	8.452328039	8.670193841	8.554422601	8.417512183	8.509089693	8.748978254	9.080836901	8.164044952	8.575720972	9.151694676	9.290163192	9.186918433	8.833020862
GBAA4915_at	11.78008405	11.73152705	12.21909204	12.51775603	11.83296529	11.74073157	12.09702073	12.45394103	12.2277374	11.91966707	12.289185	12.68236446	12.06652391	12.08444018	12.38757627	12.41704298	13.12108192	12.88454781	12.22911796	12.28565926	12.93286296	12.27018523	13.07967319	13.08689736
GBAA4916_at	10.81915596	10.7760496	10.92272106	11.23278261	10.76487494	10.73074234	10.92179249	11.17908813	11.31945349	11.09464618	11.16697938	11.37559024	11.0389935	10.93132813	10.99318549	11.05442567	12.11570258	11.23498998	11.3245862	12.14495381	11.17550674	10.68768404	11.77002956	12.24927921
GBAA4917_at	11.04484318	11.0236784	11.12735683	11.43032255	10.99993953	11.01150503	11.15231111	11.41891436	11.48491794	11.30625909	11.33119644	11.56232552	11.32372335	11.16635827	11.25517541	11.31474564	12.02338823	11.47554818	11.23309478	12.19578682	11.34556611	10.93657522	11.97384794	12.21652462
